YEAR,PLAYER,PCT_FGA_2PT,PCT_FGA_3PT,MIN,POSITION
2016-17,Aaron Brooks,57.3,42.7,13.7,PG
2016-17,Aaron Gordon,69.1,30.9,28.7,SF
2016-17,Adreian Payne,72.2,27.8,7.5,PF
2016-17,Al Horford,69.8,30.2,32.3,C
2016-17,Al Jefferson,99.8,0.2,14.1,C
2016-17,Al-Farouq Aminu,54.5,45.5,29.1,PF
2016-17,Alan Anderson,45.0,55.0,10.3,SF
2016-17,Alan Williams,99.6,0.4,15.1,C
2016-17,Alec Burks,69.4,30.6,15.5,SG
2016-17,Alex Len,97.4,2.6,20.3,C
2016-17,Allen Crabbe,53.3,46.7,28.5,SG
2016-17,Alonzo Gee,78.6,21.4,6.9,SF
2016-17,Amir Johnson,82.2,17.8,20.1,PF
2016-17,Andre Drummond,99.2,0.8,29.7,C
2016-17,Andre Iguodala,57.3,42.7,26.3,SF
2016-17,Andre Roberson,60.3,39.7,30.1,SF
2016-17,Andrew Bogut,98.8,1.2,21.6,C
2016-17,Andrew Harrison,56.7,43.3,20.5,PG
2016-17,Andrew Nicholson,75.7,24.3,9.0,PF
2016-17,Andrew Wiggins,81.6,18.4,37.2,SF
2016-17,Anthony Davis,91.2,8.8,36.1,C
2016-17,Anthony Morrow,47.2,52.8,14.6,SG
2016-17,Anthony Tolliver,34.5,65.5,22.7,PF
2016-17,Arinze Onuaku,100.0,0.0,3.5,C
2016-17,Aron Baynes,100.0,0.0,15.5,C
2016-17,Arron Afflalo,64.0,36.0,25.9,SG
2016-17,Austin Rivers,59.1,40.9,27.8,SG
2016-17,Avery Bradley,64.3,35.7,33.4,SG
2016-17,Ben McLemore,59.4,40.6,19.3,SG
2016-17,Beno Udrih,83.8,16.2,14.4,PG
2016-17,Bismack Biyombo,100.0,0.0,22.1,C
2016-17,Blake Griffin,88.4,11.6,34.0,PF
2016-17,Boban Marjanovic,100.0,0.0,8.4,C
2016-17,Bobby Brown,41.7,58.3,4.9,PG
2016-17,Bobby Portis,74.4,25.6,15.6,PF
2016-17,Bojan Bogdanovic,53.6,46.4,25.7,SF
2016-17,Boris Diaw,75.2,24.8,17.6,PF
2016-17,Bradley Beal,58.2,41.8,34.9,SG
2016-17,Brandan Wright,99.3,0.7,16.0,PF
2016-17,Brandon Bass,98.4,1.6,11.1,PF
2016-17,Brandon Ingram,72.7,27.3,28.9,SF
2016-17,Brandon Jennings,52.9,47.1,22.2,PG
2016-17,Brandon Knight,73.5,26.5,21.1,SG
2016-17,Brandon Rush,39.0,61.0,21.9,SG
2016-17,Brian Roberts,63.9,36.1,10.2,PG
2016-17,Brice Johnson,100.0,0.0,3.1,PF
2016-17,Brook Lopez,67.0,33.0,29.6,C
2016-17,Bruno Caboclo,62.5,37.5,4.5,SF
2016-17,Bryn Forbes,46.5,53.5,7.9,SG
2016-17,Buddy Hield,50.6,49.4,23.0,SG
2016-17,C.J. Watson,57.7,42.3,16.3,PG
2016-17,CJ McCollum,69.5,30.5,34.9,SG
2016-17,Cameron Payne,55.4,44.6,14.9,PG
2016-17,Caris LeVert,51.6,48.4,21.7,SF
2016-17,Carmelo Anthony,69.7,30.3,34.3,SF
2016-17,Chandler Parsons,58.1,41.9,19.8,SF
2016-17,Channing Frye,35.6,64.4,18.9,C
2016-17,Cheick Diallo,100.0,0.0,11.7,PF
2016-17,Chinanu Onuaku,100.0,0.0,10.3,C
2016-17,Chris Andersen,86.4,13.6,9.5,C
2016-17,Chris McCullough,78.1,21.9,5.0,PF
2016-17,Chris Paul,61.5,38.5,31.5,PG
2016-17,Christian Wood,78.3,21.7,8.2,PF
2016-17,Clint Capela,100.0,0.0,23.9,C
2016-17,Cody Zeller,99.8,0.2,27.8,C
2016-17,Cole Aldrich,100.0,0.0,8.6,C
2016-17,Corey Brewer,66.1,33.9,15.6,SF
2016-17,Cory Joseph,79.6,20.4,25.0,PG
2016-17,Courtney Lee,61.8,38.2,31.9,SG
2016-17,D'Angelo Russell,55.7,44.3,28.7,PG
2016-17,D.J. Augustin,47.0,53.0,19.7,PG
2016-17,Damian Jones,100.0,0.0,8.5,C
2016-17,Damian Lillard,61.1,38.9,35.9,PG
2016-17,Daniel Ochefu,100.0,0.0,3.9,C
2016-17,Danilo Gallinari,56.8,43.2,33.9,SF
2016-17,Danny Green,30.7,69.3,26.6,SG
2016-17,Dante Cunningham,49.6,50.4,25.0,PF
2016-17,Dante Exum,59.0,41.0,18.6,PG
2016-17,Darrell Arthur,45.6,54.4,15.6,PF
2016-17,Darren Collison,75.5,24.5,30.3,PG
2016-17,Darrun Hilliard,63.5,36.5,9.8,SG
2016-17,David Lee,100.0,0.0,18.7,PF
2016-17,David West,96.8,3.2,12.6,C
2016-17,Davis Bertans,26.1,73.9,12.1,PF
2016-17,DeAndre Jordan,99.7,0.3,31.7,C
2016-17,DeAndre Liggins,67.6,32.4,12.5,SG
2016-17,DeAndre' Bembry,81.6,18.4,9.8,SF
2016-17,DeMar DeRozan,92.0,8.0,35.4,SG
2016-17,DeMarcus Cousins,74.7,25.3,34.2,C
2016-17,DeMarre Carroll,41.8,58.2,26.1,SF
2016-17,Dejounte Murray,80.2,19.8,8.5,PG
2016-17,Delon Wright,74.1,25.9,16.5,PG
2016-17,Demetrius Jackson,75.0,25.0,3.4,PG
2016-17,Denzel Valentine,27.8,72.2,17.1,SG
2016-17,Deron Williams,61.0,39.0,25.9,PG
2016-17,Derrick Favors,97.6,2.4,23.7,PF
2016-17,Derrick Rose,93.9,6.1,32.5,PG
2016-17,Derrick Williams,60.2,39.8,16.1,PF
2016-17,Devin Booker,71.7,28.3,35.0,SG
2016-17,Devin Harris,48.1,51.9,16.7,PG
2016-17,Dewayne Dedmon,100.0,0.0,17.5,C
2016-17,Deyonta Davis,100.0,0.0,6.6,C
2016-17,Diamond Stone,100.0,0.0,3.5,C
2016-17,Dion Waiters,67.6,32.4,30.1,SG
2016-17,Dirk Nowitzki,69.2,30.8,26.4,PF
2016-17,Domantas Sabonis,66.9,33.1,20.1,PF
2016-17,Donatas Motiejunas,65.9,34.1,14.1,PF
2016-17,Dorian Finney-Smith,42.6,57.4,20.3,PF
2016-17,Doug McDermott,58.1,41.9,22.8,SF
2016-17,Dragan Bender,37.3,62.7,13.3,PF
2016-17,Draymond Green,59.5,40.5,32.5,PF
2016-17,Dwight Howard,99.7,0.3,29.7,C
2016-17,Dwight Powell,80.4,19.6,17.3,C
2016-17,Dwyane Wade,84.8,15.2,29.9,SG
2016-17,E'Twaun Moore,66.4,33.6,24.9,SG
2016-17,Ed Davis,100.0,0.0,17.2,PF
2016-17,Elfrid Payton,84.0,16.0,29.4,PG
2016-17,Emmanuel Mudiay,67.7,32.3,25.6,PG
2016-17,Enes Kanter,94.8,5.2,21.3,C
2016-17,Eric Bledsoe,70.0,30.0,33.0,PG
2016-17,Eric Gordon,34.9,65.1,31.0,SG
2016-17,Ersan Ilyasova,54.8,45.2,26.1,PF
2016-17,Evan Fournier,61.3,38.7,32.8,SG
2016-17,Evan Turner,78.6,21.4,25.5,SF
2016-17,Frank Kaminsky,55.9,44.1,26.1,C
2016-17,Fred VanVleet,73.9,26.1,7.9,PG
2016-17,Garrett Temple,49.1,50.9,26.6,SG
2016-17,Gary Harris,60.0,40.0,31.3,SG
2016-17,George Hill,61.6,38.4,31.5,PG
2016-17,Georges Niang,66.7,33.3,4.0,PF
2016-17,Georgios Papagiannis,98.0,2.0,16.1,C
2016-17,Gerald Green,52.2,47.8,11.4,SF
2016-17,Gerald Henderson,68.7,31.3,23.2,SG
2016-17,Giannis Antetokounmpo,85.7,14.3,35.6,SF
2016-17,Goran Dragic,74.3,25.7,33.7,PG
2016-17,Gordon Hayward,67.6,32.4,34.5,SF
2016-17,Gorgui Dieng,93.5,6.5,32.4,PF
2016-17,Greg Monroe,99.4,0.6,22.5,C
2016-17,Harrison Barnes,82.7,17.3,35.5,PF
2016-17,Hassan Whiteside,100.0,0.0,32.6,C
2016-17,Henry Ellenson,45.3,54.7,7.7,PF
2016-17,Ian Clark,62.4,37.6,14.8,SG
2016-17,Ian Mahinmi,100.0,0.0,17.9,C
2016-17,Iman Shumpert,46.6,53.4,25.5,SG
2016-17,Isaiah Canaan,45.7,54.3,15.2,SG
2016-17,Isaiah Thomas,56.1,43.9,33.8,PG
2016-17,Isaiah Whitehead,70.7,29.3,22.5,PG
2016-17,Ish Smith,86.0,14.0,24.1,PG
2016-17,Ivica Zubac,98.7,1.3,16.0,C
2016-17,J.J. Barea,56.9,43.1,22.0,PG
2016-17,JaMychal Green,71.0,29.0,27.3,PF
2016-17,JaVale McGee,99.1,0.9,9.6,C
2016-17,Jabari Parker,78.1,21.9,33.9,PF
2016-17,Jae Crowder,45.3,54.7,32.4,SF
2016-17,Jahlil Okafor,100.0,0.0,22.7,C
2016-17,Jake Layman,42.7,57.3,7.1,SF
2016-17,Jamal Crawford,63.0,37.0,26.3,SG
2016-17,Jamal Murray,52.9,47.1,21.5,SG
2016-17,Jameer Nelson,54.8,45.2,27.3,PG
2016-17,James Harden,50.7,49.3,36.4,PG
2016-17,James Johnson,66.7,33.3,27.4,PF
2016-17,James Jones,28.3,71.7,7.9,SF
2016-17,James Michael McAdoo,93.2,6.8,8.8,PF
2016-17,James Young,39.7,60.3,7.6,SG
2016-17,Jared Dudley,41.3,58.7,21.3,PF
2016-17,Jared Sullinger,61.7,38.3,10.7,PF
2016-17,Jarell Martin,83.4,16.6,13.3,PF
2016-17,Jason Smith,76.3,23.7,14.4,C
2016-17,Jason Terry,29.6,70.4,18.4,SG
2016-17,Jaylen Brown,68.2,31.8,17.2,SF
2016-17,Jeff Green,65.4,34.6,22.2,PF
2016-17,Jeff Teague,72.3,27.7,32.4,PG
2016-17,Jeff Withey,99.0,1.0,8.5,C
2016-17,Jerami Grant,64.6,35.4,19.1,PF
2016-17,Jeremy Lamb,70.3,29.7,18.4,SG
2016-17,Jeremy Lin,61.0,39.0,24.5,PG
2016-17,Jerian Grant,55.5,44.5,16.3,PG
2016-17,Jerryd Bayless,84.4,15.6,23.8,PG
2016-17,Jimmy Butler,80.2,19.8,37.0,SF
2016-17,Joakim Noah,99.5,0.5,22.1,C
2016-17,Jodie Meeks,46.5,53.5,20.5,SG
2016-17,Joe Harris,39.0,61.0,21.9,SG
2016-17,Joe Ingles,38.1,61.9,24.1,SF
2016-17,Joe Johnson,58.8,41.2,23.6,SF
2016-17,Joe Young,68.1,31.9,4.1,PG
2016-17,Joel Bolomboy,75.0,25.0,4.4,PF
2016-17,Joel Embiid,77.2,22.8,25.4,C
2016-17,Joffrey Lauvergne,70.8,29.2,14.0,PF
2016-17,John Henson,99.7,0.3,19.4,C
2016-17,John Jenkins,60.0,40.0,3.2,SG
2016-17,John Lucas III,75.0,25.0,2.1,PG
2016-17,John Wall,81.0,19.0,36.4,PG
2016-17,Jon Leuer,74.1,25.9,25.9,PF
2016-17,Jonas Jerebko,50.4,49.6,15.8,PF
2016-17,Jonas Valanciunas,99.7,0.3,25.8,C
2016-17,Jonathon Simmons,75.8,24.2,17.9,SG
2016-17,Jordan Clarkson,66.8,33.2,29.2,SG
2016-17,Jordan Hill,100.0,0.0,6.7,C
2016-17,Jordan McRae,66.0,34.0,10.4,SG
2016-17,Jordan Mickey,97.1,2.9,5.6,PF
2016-17,Josh Huestis,63.6,36.4,15.4,PF
2016-17,Josh McRoberts,73.7,26.3,17.3,PF
2016-17,Josh Richardson,55.8,44.2,30.5,SG
2016-17,Jrue Holiday,68.5,31.5,32.7,PG
2016-17,Julius Randle,91.8,8.2,28.8,PF
2016-17,Justin Anderson,55.8,44.2,16.4,SF
2016-17,Justin Hamilton,52.5,47.5,18.4,C
2016-17,Justin Holiday,49.3,50.7,20.0,SG
2016-17,Justise Winslow,84.4,15.6,34.7,SF
2016-17,Jusuf Nurkic,99.8,0.2,21.4,C
2016-17,Karl-Anthony Towns,81.4,18.6,37.0,C
2016-17,Kawhi Leonard,70.5,29.5,33.4,SF
2016-17,Kay Felder,86.1,13.9,9.2,PG
2016-17,Kelly Olynyk,62.2,37.8,20.5,C
2016-17,Kemba Walker,58.5,41.5,34.7,PG
2016-17,Kenneth Faried,98.6,1.4,21.2,PF
2016-17,Kent Bazemore,63.1,36.9,26.9,SF
2016-17,Kentavious Caldwell-Pope,52.9,47.1,33.3,SG
2016-17,Kevin Durant,69.6,30.4,33.4,PF
2016-17,Kevin Love,55.1,44.9,31.4,PF
2016-17,Kevon Looney,91.6,8.4,8.4,C
2016-17,Khris Middleton,68.8,31.2,30.7,SF
2016-17,Klay Thompson,53.0,47.0,34.0,SG
2016-17,Kosta Koufos,99.7,0.3,20.0,C
2016-17,Kris Dunn,76.7,23.3,17.1,PG
2016-17,Kris Humphries,74.8,25.2,12.3,PF
2016-17,Kristaps Porzingis,68.1,31.9,32.8,PF
2016-17,Kyle Anderson,80.9,19.1,14.2,SF
2016-17,Kyle Korver,30.3,69.7,26.2,SG
2016-17,Kyle Lowry,49.0,51.0,37.4,PG
2016-17,Kyle O'Quinn,95.9,4.1,15.6,C
2016-17,Kyle Singler,55.4,44.6,12.0,SF
2016-17,Kyle Wiltjer,7.1,92.9,3.1,PF
2016-17,Kyrie Irving,68.9,31.1,35.1,PG
2016-17,LaMarcus Aldridge,94.7,5.3,32.4,PF
2016-17,Lance Thomas,65.2,34.8,21.0,PF
2016-17,Langston Galloway,43.5,56.5,20.2,PG
2016-17,Lavoy Allen,99.4,0.6,14.3,PF
2016-17,LeBron James,74.6,25.4,37.8,SF
2016-17,Leandro Barbosa,75.0,25.0,14.4,SG
2016-17,Lou Williams,55.3,44.7,24.6,SG
2016-17,Luc Mbah a Moute,70.9,29.1,22.3,SF
2016-17,Lucas Nogueira,92.3,7.7,19.1,C
2016-17,Luis Scola,66.9,33.1,12.8,PF
2016-17,Luke Babbitt,25.3,74.7,15.7,SF
2016-17,Luol Deng,61.1,38.9,26.5,SF
2016-17,Malachi Richardson,58.8,41.2,9.0,SG
2016-17,Malcolm Brogdon,69.6,30.4,26.4,SG
2016-17,Malcolm Delaney,71.6,28.4,17.1,PG
2016-17,Malik Beasley,61.6,38.4,7.5,SG
2016-17,Marc Gasol,76.9,23.1,34.2,C
2016-17,Marcelo Huertas,72.1,27.9,10.3,PG
2016-17,Marcin Gortat,99.7,0.3,31.2,C
2016-17,Marco Belinelli,54.0,46.0,24.0,SG
2016-17,Marcus Morris,64.5,35.5,32.5,SF
2016-17,Marcus Smart,55.7,44.3,30.4,SG
2016-17,Marcus Thornton,61.9,38.1,17.4,SG
2016-17,Mario Hezonja,56.4,43.6,14.8,SF
2016-17,Markieff Morris,78.0,22.0,31.2,PF
2016-17,Marquese Chriss,64.6,35.4,21.3,PF
2016-17,Marreese Speights,49.5,50.5,15.7,C
2016-17,Marshall Plumlee,100.0,0.0,8.1,C
2016-17,Marvin Williams,49.7,50.3,30.2,PF
2016-17,Mason Plumlee,99.0,1.0,26.5,C
2016-17,Matt Barnes,44.4,55.6,24.0,SF
2016-17,Matthew Dellavedova,59.7,40.3,26.1,PG
2016-17,Maurice Harkless,68.9,31.1,28.9,SF
2016-17,Maurice Ndour,91.9,8.1,10.4,PF
2016-17,Metta World Peace,44.1,55.9,6.4,SF
2016-17,Meyers Leonard,43.7,56.3,16.5,PF
2016-17,Michael Beasley,89.4,10.6,16.7,PF
2016-17,Michael Carter-Williams,79.1,20.9,18.8,PG
2016-17,Michael Gbinije,60.0,40.0,3.5,SG
2016-17,Michael Kidd-Gilchrist,98.5,1.5,29.0,SF
2016-17,Mike Conley,58.5,41.5,33.2,PG
2016-17,Mike Dunleavy,39.1,60.9,15.9,SF
2016-17,Mike Miller,13.0,87.0,7.5,SF
2016-17,Mike Muscala,67.4,32.6,17.7,C
2016-17,Mike Scott,54.2,45.8,10.8,PF
2016-17,Miles Plumlee,100.0,0.0,10.8,C
2016-17,Mindaugas Kuzminskas,54.5,45.5,14.9,SF
2016-17,Mirza Teletovic,27.0,73.0,16.2,PF
2016-17,Monta Ellis,75.8,24.2,27.0,SG
2016-17,Montrezl Harrell,98.0,2.0,18.3,C
2016-17,Myles Turner,86.8,13.2,31.4,C
2016-17,Nemanja Bjelica,50.3,49.7,18.3,PF
2016-17,Nerlens Noel,99.7,0.3,20.5,C
2016-17,Nick Collison,95.7,4.3,6.4,PF
2016-17,Nick Young,33.5,66.5,25.9,SG
2016-17,Nicolas Batum,58.5,41.5,34.0,SG
2016-17,Nik Stauskas,43.4,56.6,27.3,SG
2016-17,Nikola Jokic,83.7,16.3,27.9,C
2016-17,Nikola Mirotic,39.7,60.3,24.0,PF
2016-17,Nikola Vucevic,92.7,7.3,28.8,C
2016-17,Noah Vonleh,92.6,7.4,17.1,PF
2016-17,Norman Powell,65.8,34.2,18.0,SG
2016-17,Omri Casspi,73.8,26.2,17.8,PF
2016-17,Pascal Siakam,96.6,3.4,15.6,PF
2016-17,Pat Connaughton,54.2,45.8,8.1,SG
2016-17,Patrick Beverley,47.0,53.0,30.7,SG
2016-17,Patrick McCaw,49.8,50.2,15.1,SG
2016-17,Patrick Patterson,34.1,65.9,24.6,PF
2016-17,Patty Mills,42.8,57.2,21.9,PG
2016-17,Pau Gasol,82.8,17.2,25.4,C
2016-17,Paul George,63.2,36.8,35.9,SF
2016-17,Paul Millsap,75.2,24.8,34.0,PF
2016-17,Paul Pierce,38.6,61.4,11.1,SF
2016-17,Paul Zipser,55.2,44.8,19.2,SF
2016-17,Pierre Jackson,71.8,28.2,9.4,PG
2016-17,Quincy Acy,47.1,52.9,14.7,PF
2016-17,Rajon Rondo,76.3,23.7,26.7,PG
2016-17,Rakeem Christmas,100.0,0.0,7.6,PF
2016-17,Ramon Sessions,76.4,23.6,16.2,PG
2016-17,Randy Foye,37.5,62.5,18.6,SG
2016-17,Rashad Vaughn,48.1,51.9,11.2,SG
2016-17,Raul Neto,65.9,34.1,8.6,PG
2016-17,Raymond Felton,72.0,28.0,21.2,PG
2016-17,Reggie Bullock,43.0,57.0,15.1,SF
2016-17,Reggie Jackson,72.8,27.2,27.4,PG
2016-17,Richard Jefferson,45.8,54.2,20.4,SF
2016-17,Richaun Holmes,81.3,18.7,20.9,C
2016-17,Ricky Rubio,69.8,30.2,32.9,PG
2016-17,Robert Covington,43.7,56.3,31.6,SF
2016-17,Robin Lopez,99.7,0.3,28.0,C
2016-17,Rodney Hood,53.9,46.1,27.0,SG
2016-17,Rodney McGruder,52.2,47.8,25.2,SG
2016-17,Rodney Stuckey,75.4,24.6,17.9,PG
2016-17,Ron Baker,60.4,39.6,16.5,SG
2016-17,Rondae Hollis-Jefferson,87.6,12.4,22.6,SF
2016-17,Roy Hibbert,100.0,0.0,14.2,C
2016-17,Rudy Gay,74.4,25.6,33.8,SF
2016-17,Rudy Gobert,99.8,0.2,33.9,C
2016-17,Russell Westbrook,70.0,30.0,34.6,PG
2016-17,Ryan Anderson,34.5,65.5,29.4,PF
2016-17,Ryan Kelly,64.3,35.7,6.9,PF
2016-17,Salah Mejri,97.8,2.2,12.4,C
2016-17,Sam Dekker,56.4,43.6,18.4,PF
2016-17,Sasha Vujacic,45.6,54.4,9.7,SG
2016-17,Sean Kilpatrick,58.1,41.9,25.1,SG
2016-17,Semaj Christon,71.7,28.3,15.2,PG
2016-17,Serge Ibaka,67.7,32.3,30.7,PF
2016-17,Seth Curry,54.2,45.8,29.0,PG
2016-17,Shabazz Muhammad,75.8,24.2,19.4,SF
2016-17,Shabazz Napier,49.7,50.3,9.7,PG
2016-17,Shaun Livingston,99.1,0.9,17.7,PG
2016-17,Sheldon Mac,60.0,40.0,9.6,SG
2016-17,Shelvin Mack,68.5,31.5,21.9,PG
2016-17,Solomon Hill,43.5,56.5,29.7,SF
2016-17,Spencer Dinwiddie,66.6,33.4,22.6,PG
2016-17,Spencer Hawes,70.8,29.2,14.8,PF
2016-17,Stanley Johnson,57.8,42.2,17.8,SF
2016-17,Stephen Curry,45.3,54.7,33.4,PG
2016-17,Stephen Zimmerman,100.0,0.0,5.7,C
2016-17,Steve Novak,14.3,85.7,2.7,PF
2016-17,Steven Adams,99.8,0.2,29.9,C
2016-17,T.J. McConnell,89.3,10.7,26.3,PG
2016-17,T.J. Warren,88.0,12.0,31.0,SF
2016-17,Taj Gibson,98.2,1.8,25.5,PF
2016-17,Tarik Black,99.3,0.7,16.3,C
2016-17,Terrence Jones,84.8,15.2,23.5,PF
2016-17,Terrence Ross,47.6,52.4,25.1,SF
2016-17,Terry Rozier,56.4,43.6,17.1,PG
2016-17,Thabo Sefolosha,69.6,30.4,25.7,SF
2016-17,Thaddeus Young,82.8,17.2,30.2,PF
2016-17,Thomas Robinson,99.5,0.5,11.7,PF
2016-17,Thon Maker,59.1,40.9,9.9,C
2016-17,Tiago Splitter,80.6,19.4,9.5,C
2016-17,Tim Frazier,68.3,31.7,23.5,PG
2016-17,Tim Quarterman,55.2,44.8,5.0,SG
2016-17,Timofey Mozgov,99.7,0.3,20.4,C
2016-17,Tobias Harris,70.5,29.5,31.3,PF
2016-17,Tony Allen,90.9,9.1,27.0,SG
2016-17,Tony Parker,87.9,12.1,25.2,PG
2016-17,Tony Snell,34.4,65.6,29.2,SG
2016-17,Treveon Graham,62.5,37.5,7.0,SG
2016-17,Trevor Ariza,30.5,69.5,34.7,SF
2016-17,Trevor Booker,86.8,13.2,24.7,PF
2016-17,Trey Burke,72.5,27.5,12.3,PG
2016-17,Trey Lyles,53.5,46.5,16.3,PF
2016-17,Tristan Thompson,99.3,0.7,30.0,C
2016-17,Troy Daniels,28.3,71.7,17.7,SG
2016-17,Troy Williams,62.9,37.1,18.6,SF
2016-17,Ty Lawson,77.4,22.6,25.1,PG
2016-17,Tyler Ennis,66.3,33.7,11.1,PG
2016-17,Tyler Johnson,69.7,30.3,29.8,PG
2016-17,Tyler Ulis,81.9,18.1,18.4,PG
2016-17,Tyler Zeller,99.4,0.6,10.3,C
2016-17,Tyreke Evans,68.1,31.9,19.7,SF
2016-17,Tyson Chandler,100.0,0.0,27.6,C
2016-17,Tyus Jones,59.7,40.3,12.9,PG
2016-17,Udonis Haslem,87.0,13.0,8.1,C
2016-17,Victor Oladipo,62.2,37.8,33.2,SG
2016-17,Vince Carter,39.6,60.4,24.7,SF
2016-17,Wayne Ellington,29.0,71.0,24.2,SG
2016-17,Wesley Johnson,41.0,59.0,11.9,SF
2016-17,Wesley Matthews,43.4,56.6,34.2,SG
2016-17,Will Barton,64.7,35.3,28.4,SG
2016-17,Willie Cauley-Stein,99.6,0.4,18.9,C
2016-17,Willie Reed,98.6,1.4,14.5,C
2016-17,Wilson Chandler,65.3,34.7,30.9,SF
2016-17,Zach LaVine,56.3,43.7,37.2,SG
2016-17,Zach Randolph,90.2,9.8,24.5,PF
2016-17,Zaza Pachulia,99.3,0.7,18.1,C
2017-18,Aaron Brooks,55.1,44.9,5.9,PG
2017-18,Aaron Gordon,60.5,39.5,32.9,PF
2017-18,Abdel Nader,56.4,43.6,10.9,SF
2017-18,Adreian Payne,70.0,30.0,8.5,PF
2017-18,Al Horford,70.0,30.0,31.6,C
2017-18,Al Jefferson,98.6,1.4,13.4,C
2017-18,Al-Farouq Aminu,41.8,58.2,30.0,PF
2017-18,Alan Williams,100.0,0.0,14.1,PF
2017-18,Alec Burks,65.7,34.3,16.5,SG
2017-18,Alec Peters,21.6,78.4,11.2,PF
2017-18,Alex Caruso,62.9,37.1,15.2,PG
2017-18,Alex Len,99.2,0.8,20.2,C
2017-18,Alex Poythress,57.7,42.3,4.2,PF
2017-18,Alfonzo McKinnie,40.0,60.0,3.8,SF
2017-18,Allen Crabbe,35.7,64.3,29.3,SG
2017-18,Amir Johnson,87.7,12.3,15.8,C
2017-18,Andre Drummond,98.8,1.2,33.7,C
2017-18,Andre Iguodala,63.4,36.6,25.4,SF
2017-18,Andre Roberson,77.8,22.2,26.6,SG
2017-18,Andrew Bogut,100.0,0.0,9.0,C
2017-18,Andrew Harrison,66.9,33.1,23.7,PG
2017-18,Andrew Wiggins,74.0,26.0,36.3,SF
2017-18,Anthony Brown,0.0,100.0,3.7,SF
2017-18,Anthony Davis,88.9,11.1,36.4,PF
2017-18,Anthony Tolliver,22.7,77.3,22.2,PF
2017-18,Antonio Blakeney,63.6,36.4,16.5,SG
2017-18,Antonius Cleveland,81.0,19.0,7.2,SG
2017-18,Aron Baynes,95.3,4.7,18.3,C
2017-18,Arron Afflalo,56.8,43.2,12.9,SG
2017-18,Austin Rivers,55.3,44.7,33.7,SG
2017-18,Avery Bradley,67.5,32.5,31.2,SG
2017-18,Bam Adebayo,97.9,2.1,19.8,C
2017-18,Ben McLemore,57.4,42.6,19.5,SG
2017-18,Ben Moore,0.0,0.0,4.6,PF
2017-18,Ben Simmons,98.9,1.1,33.7,PG
2017-18,Bismack Biyombo,99.7,0.3,18.2,C
2017-18,Blake Griffin,67.7,32.3,34.0,PF
2017-18,Boban Marjanovic,100.0,0.0,8.7,C
2017-18,Bobby Brown,31.0,69.0,5.7,PG
2017-18,Bobby Portis,72.5,27.5,22.5,PF
2017-18,Bogdan Bogdanovic,57.4,42.6,27.9,SG
2017-18,Bojan Bogdanovic,54.7,45.3,30.8,SF
2017-18,Bradley Beal,64.3,35.7,36.3,SG
2017-18,Brandan Wright,100.0,0.0,13.6,PF
2017-18,Brandon Ingram,86.2,13.8,33.5,SF
2017-18,Brandon Paul,57.5,42.5,9.0,SG
2017-18,Briante Weber,74.4,25.6,13.1,PG
2017-18,Brice Johnson,97.6,2.4,5.4,PF
2017-18,Brook Lopez,59.0,41.0,23.4,C
2017-18,Bruno Caboclo,45.2,54.8,8.9,SF
2017-18,Bryn Forbes,54.1,45.9,19.0,SG
2017-18,Buddy Hield,56.3,43.7,25.3,SG
2017-18,C.J. Williams,60.4,39.6,18.6,SG
2017-18,CJ McCollum,68.4,31.6,36.1,SG
2017-18,Caleb Swanigan,86.7,13.3,7.0,PF
2017-18,Cameron Payne,57.7,42.3,23.3,PG
2017-18,Caris LeVert,66.7,33.3,26.2,SF
2017-18,Carmelo Anthony,59.4,40.6,32.1,PF
2017-18,Cedi Osman,53.2,46.8,11.0,SF
2017-18,Chandler Parsons,48.3,51.7,19.2,SF
2017-18,Channing Frye,45.8,54.2,13.1,C
2017-18,Charles Cooke,42.9,57.1,2.9,SG
2017-18,Cheick Diallo,100.0,0.0,11.2,PF
2017-18,Chinanu Onuaku,100.0,0.0,21.6,C
2017-18,Chris Boucher,0.0,100.0,1.3,PF
2017-18,Chris McCullough,81.0,19.0,4.7,PF
2017-18,Chris Paul,52.5,47.5,31.8,PG
2017-18,Clint Capela,99.9,0.1,27.5,C
2017-18,Cody Zeller,98.1,1.9,19.0,C
2017-18,Cole Aldrich,100.0,0.0,2.3,C
2017-18,Corey Brewer,65.2,34.8,16.8,SF
2017-18,Cory Joseph,68.5,31.5,27.0,PG
2017-18,Courtney Lee,63.2,36.8,30.4,SG
2017-18,D'Angelo Russell,58.6,41.4,25.7,PG
2017-18,D.J. Augustin,49.6,50.4,23.5,PG
2017-18,D.J. Wilson,68.8,31.3,3.2,PF
2017-18,Dakari Johnson,100.0,0.0,5.2,C
2017-18,Damian Jones,100.0,0.0,5.9,C
2017-18,Damian Lillard,55.5,44.5,36.6,PG
2017-18,Damien Wilkins,53.8,46.2,8.0,SF
2017-18,Damyean Dotson,57.8,42.2,10.8,SG
2017-18,Daniel Hamilton,54.5,45.5,4.6,SG
2017-18,Daniel Theis,75.1,24.9,14.9,C
2017-18,Danilo Gallinari,56.6,43.4,32.0,SF
2017-18,Danny Green,43.0,57.0,25.6,SG
2017-18,Dante Cunningham,53.8,46.2,21.4,SF
2017-18,Dante Exum,79.3,20.7,16.8,PG
2017-18,Darius Miller,26.5,73.5,23.7,SF
